,age_true,age_pred,race_true,race_pred,gender_true,gender_pred
109,43,36,0,0,1,1
110,23,21,0,0,1,1
111,65,79,0,0,0,0
112,44,56,1,1,0,0
113,30,34,1,1,1,1
114,36,34,1,1,0,0
115,21,23,2,2,1,1
116,55,44,0,0,0,0
117,34,24,3,4,0,1
118,35,37,1,3,1,1
119,3,-2,2,2,0,0
120,30,23,0,0,0,0
121,15,12,1,1,0,0
122,18,24,0,0,1,1
123,37,32,2,1,0,0
124,31,39,0,0,1,0
125,8,6,3,3,1,1
126,13,3,4,0,1,1
127,1,2,0,0,0,0
128,38,35,1,1,0,0
129,28,22,3,3,0,0
130,26,28,0,0,1,1
131,46,38,0,0,1,1
132,45,31,3,3,0,0
133,26,35,0,1,0,0
134,32,28,0,0,1,1
135,9,26,2,2,1,1
136,42,30,1,1,1,1
137,47,34,0,0,0,0
138,48,70,0,3,0,0
139,29,39,2,1,0,0
140,45,55,0,0,0,0
141,26,25,0,0,1,1
142,1,-3,2,2,1,1
143,26,33,2,2,1,1
144,26,26,1,1,1,1
145,9,21,0,0,0,0
146,31,33,1,1,1,1
147,82,87,0,0,0,0
148,18,14,4,0,1,0
149,26,19,3,3,1,1
150,10,15,0,0,0,0
151,76,81,0,0,1,0
152,40,37,0,0,0,0
153,33,39,0,0,1,0
154,2,3,2,2,0,0
155,58,50,0,0,0,0
156,40,34,0,0,0,0
157,16,16,0,0,1,1
158,80,52,0,0,0,0
159,26,22,0,0,0,0
160,77,78,0,0,0,0
161,26,28,2,2,1,1
162,16,27,0,0,1,1
163,1,1,0,0,1,1
164,29,28,1,1,0,0
165,26,47,2,0,1,1
166,36,28,1,1,1,1
167,30,39,0,0,0,0
168,51,65,0,0,0,0
169,45,36,0,0,1,1
170,96,101,0,0,1,1
171,24,31,2,0,0,0
172,2,-2,2,2,0,0
173,58,38,1,1,0,0
174,62,97,1,1,0,0
175,84,80,0,0,1,1
176,40,35,2,2,0,0
177,60,44,0,0,0,0
178,57,48,0,0,0,0
179,31,23,3,3,1,1
180,32,19,2,2,1,1
181,22,26,1,4,0,0
182,8,-5,0,0,1,1
183,45,43,3,3,0,0
184,36,54,1,1,1,1
185,2,2,4,2,0,1
186,24,19,3,3,1,1
187,22,27,1,1,0,0
188,26,42,2,2,0,0
189,1,5,4,2,0,1
190,50,44,1,1,0,0
191,69,61,0,0,0,1
192,16,30,0,0,0,0
193,40,33,0,0,1,1
194,1,-9,2,2,0,0
195,3,4,2,2,1,0
196,27,38,0,0,1,1
197,25,40,3,3,0,0
198,30,21,3,3,1,1
199,64,74,0,0,0,0
200,30,29,0,0,1,1
201,39,38,1,1,0,0
202,50,37,0,0,1,1
203,51,55,0,0,1,1
204,8,21,0,0,0,0
205,26,25,1,0,1,0
206,51,26,1,3,1,1
207,41,33,0,0,0,0
208,24,23,0,0,0,0
209,60,40,0,0,1,1
210,4,16,0,0,0,0
211,29,42,2,2,0,0
212,38,27,1,3,0,0
213,14,37,1,1,0,0
214,18,28,0,0,0,0
215,22,37,1,1,0,0
216,53,42,4,0,1,0
217,11,6,0,3,0,1
218,35,37,0,0,0,0
219,80,95,1,1,1,1
220,1,-4,2,2,0,1
221,1,16,0,2,0,1
222,26,8,2,2,1,1
223,26,32,0,3,0,0
224,5,22,2,2,0,0
225,45,43,1,0,1,1
226,26,16,0,3,1,1
227,54,42,0,0,1,1
228,21,24,3,3,1,1
229,21,21,1,1,0,0
230,67,60,3,3,0,0
231,26,24,3,3,0,0
232,36,45,3,3,0,0
233,24,22,4,0,1,1
234,38,25,1,1,1,1
235,26,31,3,3,1,1
236,8,6,0,0,1,1
237,34,58,0,0,0,0
238,59,43,2,2,1,1
239,20,22,2,2,0,1
240,36,40,0,0,0,0
241,25,19,0,4,0,0
242,85,87,0,0,0,0
243,42,30,2,2,1,1
244,43,40,3,3,0,0
245,54,26,0,0,0,0
246,78,67,0,0,0,0
247,25,23,0,0,0,0
248,80,52,0,0,1,1
249,29,28,1,1,0,0
250,56,40,3,0,0,0
251,50,53,2,3,0,0
252,17,24,1,3,0,0
253,37,37,1,1,1,1
254,50,44,0,0,1,1
255,32,42,1,1,0,0
256,28,33,0,0,0,0
257,25,41,0,0,1,1
258,26,36,0,0,1,1
259,60,45,0,0,1,1
260,26,25,1,0,1,0
261,30,31,0,0,0,0
262,22,19,1,1,1,1
263,24,17,0,0,1,1
264,15,13,0,0,0,0
265,17,16,1,1,1,1
266,73,85,0,0,0,0
267,42,44,1,1,1,1
268,29,27,1,1,0,0
269,59,41,1,1,0,0
270,28,33,0,0,1,1
271,30,38,0,0,0,0
272,16,20,0,0,1,1
273,26,24,1,1,0,0
274,34,27,3,3,1,1
275,32,29,0,0,0,0
276,25,33,1,1,0,0
277,25,27,1,1,0,0
278,46,39,0,0,1,1
279,15,19,2,2,1,1
280,32,31,1,1,0,0
281,45,34,3,3,0,0
282,26,29,4,3,0,0
283,60,45,1,1,1,1
284,4,-2,0,0,1,1
285,22,27,3,0,1,1
286,37,28,0,0,1,1
287,55,44,0,2,0,0
288,1,-6,3,3,1,1
289,26,22,1,3,1,1
290,25,19,0,0,1,1
291,27,29,2,2,1,1
292,28,29,4,0,1,1
293,45,28,0,0,1,1
294,35,26,0,3,1,1
295,2,-11,0,0,0,1
296,10,14,0,0,0,0
297,44,43,3,3,0,0
298,24,28,3,3,1,1
299,3,-8,2,2,1,1
300,43,31,4,3,0,0
301,21,35,3,3,1,1
302,28,47,0,0,0,0
303,35,32,4,0,1,1
304,41,33,0,0,0,0
305,22,20,1,4,1,1
306,4,26,3,3,1,1
307,29,33,0,1,0,0
308,67,53,0,0,0,0
309,51,33,3,3,1,0
310,24,28,1,1,0,0
311,33,27,4,0,1,1
312,58,50,0,0,0,0
313,45,47,0,0,1,1
314,26,24,3,4,0,0
315,68,80,0,0,0,0
316,58,44,1,1,0,0
317,30,20,0,0,1,1
318,70,48,0,0,0,0
319,23,27,0,0,1,1
320,4,7,3,0,0,0
321,35,33,0,0,0,0
322,25,37,1,1,0,0
323,53,39,0,0,1,1
324,2,1,0,0,0,1
325,31,34,1,1,0,0
326,40,27,2,0,0,0
327,22,34,4,2,0,0
328,24,22,0,0,1,1
329,44,45,0,0,1,1
330,31,22,4,0,1,1
331,35,21,0,0,1,1
332,76,76,0,0,1,1
333,53,41,0,0,0,0
334,3,9,4,0,0,1
335,39,30,0,0,0,0
336,26,24,0,2,0,0
337,28,36,0,0,1,1
338,25,36,0,0,1,1
339,24,20,4,3,0,0
340,82,73,0,0,0,1
341,28,19,2,2,1,1
342,30,23,1,1,1,1
343,26,35,0,0,0,0
344,26,31,0,0,0,0
345,47,47,0,4,0,0
346,74,56,0,0,1,0
347,40,56,0,0,0,0
348,50,41,0,0,0,0
349,35,29,1,1,1,1
350,34,16,3,3,1,1
351,26,19,2,0,1,1
352,29,27,2,2,1,1
353,38,43,1,0,1,1
354,60,58,0,0,1,1
355,37,49,0,0,1,1
356,32,31,4,3,1,1
357,3,2,0,2,0,1
358,24,21,2,2,1,1
359,1,-3,1,3,1,0
360,27,21,2,2,1,1
361,70,37,3,3,1,1
362,28,30,0,0,0,0
363,70,56,2,2,0,0
364,3,3,0,0,1,1
365,27,42,1,0,0,0
366,59,41,0,0,1,1
367,54,48,0,0,0,0
368,37,26,3,3,0,1
369,1,-3,4,0,1,1
370,27,27,4,0,0,0
371,30,39,0,0,0,0
372,1,8,3,3,0,0
373,24,23,2,2,0,1
374,30,28,2,2,1,1
375,28,26,1,1,1,1
376,70,61,0,0,1,1
377,44,55,1,1,0,0
378,32,33,3,2,1,1
379,33,30,0,0,0,0
380,50,36,4,0,1,1
381,27,29,0,0,1,1
382,54,74,1,1,0,0
383,30,28,2,0,1,1
384,29,30,3,3,1,1
385,5,5,2,1,0,1
386,55,42,0,0,0,0
387,2,-6,4,3,1,0
388,7,-105,0,0,0,1
389,26,38,0,0,0,0
390,21,27,3,3,1,1
391,80,61,0,0,1,1
392,44,43,3,3,0,0
393,35,27,0,0,0,0
394,28,21,2,2,1,1
395,9,8,0,0,1,1
396,1,-10,4,0,1,1
397,32,28,3,3,0,0
398,30,28,0,0,1,1
399,85,77,0,0,1,1
400,21,31,0,0,0,0
401,27,20,2,2,0,0
402,25,27,2,2,1,1
403,56,38,1,4,1,1
404,2,4,0,0,0,0
405,45,29,0,0,0,0
406,40,38,0,0,0,0
407,67,65,1,0,0,0
408,27,27,2,0,1,1
409,37,49,3,3,0,0
410,26,41,0,1,0,0
411,43,39,2,2,0,0
412,56,25,3,3,1,1
413,32,37,2,2,0,0
414,23,24,2,0,1,1
415,16,31,0,0,0,0
416,23,37,1,1,1,1
417,65,43,3,3,0,1
418,45,43,0,0,1,1
419,50,50,3,0,0,0
420,38,52,1,1,1,1
421,69,92,0,0,0,0
422,19,23,4,3,1,1
423,40,19,2,2,1,1
424,6,10,4,1,1,1
425,29,33,0,0,0,0
426,50,72,3,1,0,0
427,62,58,1,1,0,0
428,53,49,0,0,1,1
429,1,-3,4,3,1,1
430,29,26,0,0,0,0
431,65,54,4,3,0,0
432,29,26,1,1,0,1
433,60,35,2,2,0,0
434,26,29,2,2,1,1
435,36,50,3,3,0,0
436,54,49,2,0,0,0
437,63,57,0,0,1,1
438,29,53,4,0,0,0
439,22,31,4,0,0,0
440,10,8,1,2,1,0
441,24,31,0,0,1,0
442,28,32,0,0,0,0
443,24,21,0,3,1,1
444,26,28,1,4,0,0
445,33,44,3,3,1,1
446,42,43,2,2,0,0
447,42,43,1,3,0,0
448,58,68,0,0,0,0
449,40,27,1,1,1,1
450,30,24,0,0,1,1
451,76,68,0,0,1,0
452,29,28,0,0,1,1
453,26,12,2,2,1,1
454,6,5,0,0,1,1
455,28,36,3,3,0,0
456,26,23,3,4,1,1
457,41,45,0,0,1,1
458,61,44,2,0,0,0
459,1,6,0,0,1,0
460,45,30,2,0,1,1
461,26,28,0,1,1,1
462,61,65,3,3,0,0
463,26,26,2,4,0,0
464,60,38,0,0,1,1
465,53,61,0,0,1,1
466,69,72,1,1,0,0
467,17,34,1,1,1,1
468,6,12,2,2,0,0
469,28,24,3,3,0,0
470,69,50,4,0,1,1
471,70,41,2,0,1,1
472,15,36,0,0,1,1
473,31,13,2,2,1,1
474,1,-3,3,2,1,1
475,40,31,3,3,0,0
476,65,29,2,2,1,0
477,26,53,3,3,0,0
478,46,30,4,3,0,1
479,6,16,3,3,1,1
480,42,17,0,0,0,0
481,43,37,4,4,1,1
482,12,35,0,0,1,1
483,32,32,0,0,0,0
484,20,24,0,0,0,0
485,56,60,0,0,0,0
486,31,25,3,3,1,1
487,59,33,1,1,1,1
488,32,37,3,1,0,0
489,48,36,1,1,0,0
490,24,31,2,2,1,1
491,42,47,0,0,1,1
492,65,53,0,0,1,1
493,32,25,1,1,1,1
494,34,31,3,3,0,0
495,29,43,4,0,0,0
496,27,25,1,1,1,1
497,29,47,0,0,0,0
498,79,40,0,0,1,1
499,39,55,3,3,0,0
500,3,16,0,0,1,0
501,30,33,0,0,1,1
502,3,13,2,2,1,1
503,31,23,1,3,1,1
504,36,58,0,0,1,1
505,53,40,4,0,1,1
506,63,93,1,1,0,0
507,1,-13,0,0,1,0
508,35,22,1,1,1,1
509,50,36,1,0,0,0
510,25,27,3,3,0,0
511,16,19,2,0,0,0
512,32,27,0,0,0,0
513,43,48,3,3,0,0
514,56,48,0,0,0,0
515,30,38,0,0,0,0
516,32,30,2,0,0,0
517,34,29,3,3,0,0
518,35,19,0,0,0,0
519,20,31,0,0,1,1
520,8,0,0,0,0,0
521,56,43,1,0,0,0
522,55,40,3,0,0,0
523,35,30,2,2,0,0
524,3,-14,0,0,0,1
525,13,31,0,0,1,1
526,2,-5,1,3,1,1
527,1,13,0,2,1,0
528,48,43,0,0,0,0
529,15,10,1,1,1,1
530,22,21,3,0,1,1
531,8,7,0,0,1,1
532,30,29,0,0,0,0
533,89,123,1,0,0,1
534,34,26,1,1,1,1
535,29,23,1,1,1,1
536,40,39,0,0,1,1
537,43,58,0,0,0,0
538,35,34,2,2,1,1
539,26,26,3,3,0,0
540,1,3,3,3,0,1
541,56,42,1,1,0,0
542,35,29,2,2,1,1
543,1,16,4,1,1,1
544,41,47,1,1,0,0
545,6,11,3,3,0,1
546,28,18,2,2,1,1
547,26,30,4,3,1,1
548,80,75,0,0,0,0
549,17,34,1,3,0,0
550,32,35,2,2,1,1
551,29,30,1,1,1,1
552,26,53,2,2,1,1
553,26,33,1,1,0,0
554,35,29,0,0,0,0
555,23,28,0,0,1,1
556,5,17,3,3,0,0
557,25,36,0,0,1,1
558,60,44,0,0,1,1
559,26,24,3,0,0,0
560,21,18,2,2,0,0
561,8,31,0,0,1,1
562,28,28,3,4,1,1
563,36,35,3,3,0,0
564,24,28,0,0,1,1
565,26,28,3,3,1,1
566,45,40,0,3,0,0
567,27,36,3,0,0,0
568,24,24,2,2,1,1
569,35,24,0,0,1,1
570,7,17,2,2,1,1
571,1,-5,2,2,1,0
572,3,-5,1,0,1,1
573,35,39,0,0,0,0
574,55,33,0,0,0,0
575,60,48,0,0,0,0
576,26,32,0,0,0,0
577,30,28,2,2,0,0
578,3,25,2,2,1,1
579,82,85,0,0,0,0
580,29,18,0,0,1,1
581,49,30,3,0,1,1
582,24,21,3,3,0,0
583,7,16,1,1,0,0
584,28,22,0,0,1,1
585,26,22,2,2,1,1
586,27,24,1,1,0,0
587,85,74,0,0,1,1
588,53,79,0,1,0,0
589,29,29,4,0,1,1
590,40,32,0,0,0,0
591,8,16,0,0,1,1
592,32,27,4,1,1,1
593,35,32,4,0,0,0
594,1,-3,2,2,0,1
595,8,-2,0,0,0,1
596,47,50,0,0,0,0
597,24,24,0,0,1,1
598,2,-4,3,3,1,1
599,31,36,0,0,0,0
600,3,-5,0,2,1,1
601,39,33,1,3,0,0
602,45,33,0,0,0,0
603,25,26,4,4,0,0
604,65,45,0,0,0,0
605,7,18,1,1,0,1
606,50,31,0,0,0,0
607,47,38,0,0,1,1
608,57,26,0,0,1,1
609,14,15,0,0,0,0
610,32,24,2,2,0,0
611,1,-2,3,2,0,1
612,4,10,4,0,1,1
613,42,46,1,3,0,0
614,35,30,3,0,1,1
615,35,27,0,0,0,0
616,58,52,0,0,0,0
617,17,21,4,0,1,1
618,33,33,0,0,1,1
619,20,41,0,0,1,1
620,24,38,2,0,1,1
621,44,35,3,3,0,0
622,23,25,2,2,1,1
623,20,19,3,3,1,1
624,51,56,1,3,0,0
625,38,30,4,0,1,1
626,56,44,0,0,1,1
627,54,48,1,0,1,1
628,88,83,2,2,1,1
629,47,42,0,0,1,1
630,70,84,0,0,0,0
631,47,46,0,0,0,0
632,32,33,3,3,1,0
633,30,32,3,3,1,1
634,24,24,2,2,0,0
635,14,6,2,0,0,0
636,80,82,0,0,1,1
637,39,42,0,0,0,0
638,50,30,0,3,0,0
639,35,32,2,1,1,1
640,29,32,1,1,0,0
641,72,73,1,0,0,0
642,29,34,0,2,1,1
643,24,23,0,0,1,1
644,3,23,0,0,1,1
645,31,34,0,0,0,0
646,42,49,0,0,1,1
647,26,30,4,1,0,0
648,66,56,3,3,0,0
649,2,13,4,3,1,1
650,4,1,0,0,1,1
651,75,83,0,0,0,0
652,27,26,0,0,1,1
653,40,30,1,1,1,1
654,61,77,0,0,0,0
655,38,35,0,0,1,1
656,15,21,0,0,0,0
657,20,22,3,3,1,1
658,21,19,0,0,1,1
659,29,21,2,2,1,1
660,22,26,4,3,0,1
661,75,54,1,1,1,1
662,26,10,2,2,1,1
663,34,26,3,3,0,0
664,1,48,0,0,1,0
665,26,15,2,2,1,1
666,27,47,0,0,0,0
667,25,23,2,2,1,1
668,20,30,1,1,1,1
669,89,76,0,0,1,1
670,8,16,0,0,1,0
671,35,33,0,0,0,0
672,26,32,1,1,1,1
673,26,21,1,1,1,1
674,26,32,2,2,0,0
675,2,-13,2,2,1,0
676,60,47,1,1,0,0
677,37,28,0,0,0,0
678,52,54,0,0,0,0
679,15,32,0,0,0,1
680,28,36,3,3,0,0
681,45,-138,3,3,0,0
682,28,23,1,1,1,1
683,23,24,2,2,1,0
684,72,49,0,0,0,0
685,55,70,3,1,0,0
686,4,0,3,3,0,1
687,47,33,3,0,0,0
688,4,0,2,2,0,0
689,24,2,2,0,1,1
690,35,23,1,3,1,1
691,25,25,4,3,1,1
692,39,37,0,0,0,0
693,26,31,1,1,0,0
694,44,49,0,0,1,1
695,46,43,0,2,0,0
696,32,35,0,0,1,1
697,36,25,0,0,1,1
698,21,28,4,0,1,1
699,20,29,1,1,0,0
700,26,22,3,4,0,0
701,23,19,1,1,0,0
702,48,34,1,1,1,1
703,8,4,0,4,1,1
704,16,27,3,3,1,1
705,60,103,3,0,0,0
706,24,26,3,3,0,0
707,69,61,0,0,1,1
708,23,26,2,2,1,1
709,52,57,0,0,0,0
710,26,35,3,3,0,0
711,79,79,2,0,0,0
712,52,50,0,0,1,1
713,76,82,0,0,0,0
714,1,-1,2,2,1,0
715,35,38,1,1,0,1
716,2,0,2,2,0,0
717,36,44,0,0,0,0
718,26,21,1,1,1,1
719,45,23,1,1,1,1
720,33,34,1,1,1,0
721,1,-2,4,2,0,1
722,40,38,0,0,0,0
723,35,32,3,3,0,0
724,8,6,0,0,1,1
725,16,30,0,0,0,0
726,56,47,3,0,1,1
727,36,39,0,0,0,0
728,30,50,0,0,1,1
729,26,31,3,4,0,0
730,40,29,2,2,0,0
731,16,16,1,1,1,1
732,54,45,4,3,0,0
733,5,-7,4,0,0,0
734,7,11,0,4,1,1
735,57,54,0,0,0,0
736,2,-1,2,2,0,0
737,81,82,0,0,1,1
738,1,-3,0,0,1,0
739,1,5,4,4,0,1
740,89,59,0,1,1,0
741,65,76,0,0,1,1
742,37,39,0,0,0,0
743,30,33,1,3,1,1
744,1,25,4,0,0,1
745,1,-10,0,2,0,1
746,19,34,2,0,1,1
747,96,158,0,0,1,1
748,65,79,0,0,0,0
749,32,34,1,1,1,1
750,25,24,0,3,0,1
751,45,37,0,0,0,0
752,1,2,0,0,1,1
753,26,24,3,3,0,0
754,3,9,2,2,1,0
755,38,33,0,0,0,0
756,2,-6,3,3,0,0
757,39,36,4,3,0,0
758,23,33,1,0,0,0
759,27,54,1,1,0,0
760,33,25,0,0,0,0
761,36,29,0,0,1,1
762,2,31,1,1,1,1
763,39,32,0,0,1,1
764,23,18,4,3,1,1
765,42,37,0,0,1,1
766,47,36,3,3,0,0
767,26,32,0,3,1,1
768,49,33,0,0,0,0
769,30,21,3,3,1,1
770,53,35,0,0,0,0
771,9,30,0,0,0,0
772,31,25,0,0,0,1
773,20,29,1,1,1,1
774,38,30,0,0,0,0
775,66,60,1,1,0,0
776,14,33,0,0,0,0
777,42,42,0,3,0,0
778,31,28,1,1,1,1
779,24,30,3,3,0,0
780,38,27,0,0,1,1
781,17,20,1,1,1,1
782,29,24,1,1,1,1
783,31,28,1,1,1,1
784,22,23,1,3,1,1
785,1,8,0,3,1,1
786,1,-10,3,2,0,1
787,18,28,4,2,0,0
788,36,48,3,3,0,0
789,39,35,1,0,1,1
790,29,31,3,0,0,0
791,17,4,0,2,1,1
792,34,29,0,0,1,1
793,22,25,4,4,1,1
794,34,32,0,0,0,0
795,5,1,4,4,1,1
796,29,29,3,4,0,0
797,71,121,0,0,0,0
798,21,23,0,3,0,0
799,1,7,3,3,1,1
800,32,25,0,0,1,1
801,82,96,0,0,0,0
802,85,115,2,2,1,1
803,10,11,3,0,1,1
804,18,15,0,0,1,1
805,16,30,0,0,1,1
806,26,49,0,0,1,0
807,51,37,0,0,1,1
808,27,35,0,0,1,0
809,54,52,0,0,0,0
810,26,18,0,3,1,1
811,8,11,0,0,1,1
812,39,55,3,3,1,0
813,27,34,2,2,1,1
814,56,80,1,1,0,0
815,42,40,0,4,0,0
816,29,44,0,0,1,1
817,25,40,0,0,1,0
818,49,40,4,3,0,0
819,35,48,1,3,0,0
820,35,46,1,1,0,0
821,68,69,0,0,0,0
822,24,35,3,3,0,0
823,61,82,0,0,0,0
824,40,27,1,1,1,1
825,52,56,0,0,1,1
826,57,55,3,3,0,0
827,1,-20,2,2,0,0
828,68,77,0,0,1,1
829,35,35,0,0,0,0
830,26,23,3,3,1,1
831,28,20,4,0,1,1
832,8,18,0,0,0,1
833,23,21,1,2,0,0
834,31,28,0,0,1,1
835,4,2,2,3,1,1
836,24,9,2,2,1,1
837,43,42,0,0,0,0
838,32,49,0,0,0,0
839,35,26,1,3,1,1
840,31,24,1,3,1,1
841,20,11,2,4,1,1
842,23,25,3,3,0,0
843,35,35,0,1,0,0
844,10,6,0,0,1,1
845,22,15,2,2,1,1
846,28,30,1,3,1,1
847,22,29,3,0,1,0
848,2,4,4,4,0,0
849,29,30,0,0,0,0
850,29,28,1,1,0,0
851,26,31,0,0,0,0
852,33,36,3,3,0,0
853,26,26,2,2,0,0
854,50,49,3,3,0,0
855,70,67,0,0,0,0
856,7,4,0,0,1,0
857,14,34,4,0,0,0
858,29,33,0,0,0,0
859,40,73,1,1,0,0
860,24,33,2,2,1,1
861,57,37,3,3,0,0
862,44,31,3,4,1,1
863,45,30,0,2,0,0
864,66,64,0,0,0,0
865,21,42,1,1,0,0
866,30,20,2,2,0,0
867,25,37,0,0,0,0
868,47,34,0,3,0,0
869,62,43,0,0,1,0
870,33,27,0,0,0,0
871,26,24,2,2,1,1
872,54,50,0,0,0,0
873,26,27,1,1,0,0
874,27,19,2,2,1,0
875,37,53,0,0,0,0
876,22,28,1,1,1,1
877,1,-14,2,2,0,0
878,38,26,1,3,1,1
879,35,41,1,3,0,0
880,24,25,3,4,1,1
881,35,27,0,0,0,0
882,64,58,0,0,1,1
883,30,37,0,0,0,0
884,24,24,1,1,1,1
885,25,22,1,0,1,1
886,65,49,0,0,1,1
887,23,29,2,2,0,0
888,50,44,0,0,0,0
889,26,29,1,3,0,0
890,53,60,0,0,0,0
891,45,39,4,2,0,0
892,18,38,0,0,1,1
893,21,24,0,0,1,1
894,9,4,0,0,1,1
895,31,31,1,1,1,1
896,95,86,0,0,1,0
897,2,7,2,2,0,1
898,2,2,0,3,1,1
899,55,36,3,3,0,0
900,85,94,0,0,1,1
901,57,38,0,0,1,1
902,1,-3,2,2,0,0
903,42,29,1,1,0,0
904,56,32,1,3,0,0
905,66,79,0,0,1,1
906,29,23,0,0,1,1
907,2,-2,2,2,1,1
908,26,31,0,0,0,1
909,15,18,3,3,1,1
910,32,37,1,1,1,1
911,25,19,3,3,1,0
912,42,37,0,0,1,1
913,14,56,3,3,0,0
914,56,33,0,0,0,0
915,68,56,0,0,0,0
916,68,134,0,1,1,1
917,55,70,0,0,0,0
918,60,58,1,1,0,0
919,69,58,0,0,1,1
920,35,68,0,0,0,0
921,25,30,2,2,1,1
922,53,43,0,0,0,0
923,24,24,0,2,1,1
924,49,45,0,0,0,0
925,28,31,4,0,0,0
926,22,11,2,2,1,1
927,35,34,0,0,0,0
928,42,47,0,0,1,1
929,42,48,3,3,0,0
930,20,19,1,1,0,0
931,26,40,4,0,1,1
932,26,31,1,1,1,1
933,21,21,0,0,1,1
934,21,28,2,2,1,1
935,24,26,2,2,1,1
936,58,54,0,0,0,0
937,56,45,1,1,0,0
938,60,36,0,0,1,1
939,26,29,0,1,0,0
940,35,34,0,0,1,1
941,52,41,0,3,0,0
942,96,63,0,0,1,1
943,50,39,2,2,0,1
944,1,-4,0,0,1,1
945,27,27,2,2,1,1
946,44,33,0,0,1,1
947,28,27,0,4,0,0
948,7,1,4,4,1,1
949,36,33,3,3,0,0
950,23,26,3,3,0,0
951,15,24,0,0,1,0
952,26,27,1,1,1,1
953,7,-4,0,0,0,0
954,32,41,0,0,0,0
955,47,39,4,0,0,0
956,42,43,3,3,0,0
957,30,36,3,0,1,1
958,32,37,1,1,0,0
959,23,32,1,1,1,1
960,2,0,0,0,0,1
961,22,17,2,2,1,1
962,3,2,4,0,1,1
963,61,90,0,0,0,0
964,26,24,0,0,1,1
965,26,25,4,3,1,1
966,22,26,1,1,1,1
967,49,49,1,1,0,0
968,26,29,1,1,1,1
969,26,42,4,0,0,0
970,27,-99,3,3,0,0
971,21,18,1,1,1,1
972,16,24,0,0,0,0
973,35,30,1,1,1,1
974,36,43,0,0,1,1
975,68,62,2,0,0,0
976,39,35,0,0,1,1
977,25,27,0,0,1,1
978,19,29,1,1,1,1
979,26,24,3,3,1,1
980,1,-13,0,0,1,1
981,28,21,4,3,0,0
982,37,21,1,1,1,1
983,66,70,3,0,0,0
984,56,74,0,0,1,1
985,29,32,0,0,1,1
986,37,39,0,0,0,0
987,39,43,1,1,1,1
988,26,21,2,2,1,1
989,82,114,0,0,0,0
990,45,55,0,0,0,0
991,35,47,3,3,0,0
