,age_true,age_pred,race_true,race_pred,gender_true,gender_pred
132,54,73,3,0,0,0
133,28,34,1,1,1,1
134,24,29,0,0,1,1
135,28,27,2,2,1,1
136,1,-8,2,2,0,0
137,23,29,1,2,0,1
138,76,43,0,0,1,1
139,27,30,1,1,0,0
140,5,9,0,0,1,1
141,45,38,0,0,0,0
142,52,39,1,1,0,0
143,26,26,1,1,1,1
144,50,41,0,0,0,0
145,38,34,0,0,0,0
146,28,30,3,1,0,0
147,31,41,2,2,0,0
148,52,43,0,0,1,1
149,50,32,3,0,0,0
150,28,25,3,0,1,1
151,62,34,0,0,1,1
152,72,74,0,0,0,0
153,54,48,0,0,1,1
154,25,31,2,1,1,1
155,12,20,0,3,1,1
156,57,46,3,3,1,1
157,22,31,0,3,1,1
158,32,28,4,0,1,1
159,30,28,1,1,0,0
160,27,30,2,2,1,1
161,46,46,3,3,0,0
162,59,49,0,0,0,0
163,22,32,3,3,1,1
164,57,37,0,0,0,0
165,65,38,1,1,0,0
166,31,34,0,0,1,1
167,30,34,0,0,1,1
168,68,51,1,0,0,0
169,36,36,0,0,1,1
170,28,31,3,3,0,0
171,46,35,0,0,0,0
172,32,29,1,1,1,1
173,36,37,0,0,0,0
174,40,61,0,0,1,1
175,26,21,3,3,1,1
176,54,52,4,0,0,0
177,52,50,0,0,0,0
178,3,15,4,0,1,0
179,35,28,0,0,1,1
180,26,32,4,4,1,1
181,26,30,0,0,1,1
182,30,37,0,0,0,0
183,35,41,0,0,0,0
184,23,32,3,1,0,0
185,20,33,0,0,1,1
186,35,39,0,0,0,0
187,26,33,4,3,0,0
188,23,33,0,0,0,0
189,26,37,0,0,0,0
190,71,61,0,0,0,0
191,22,24,0,4,0,0
192,42,44,0,0,1,1
193,24,29,3,3,1,1
194,1,8,4,0,0,1
195,41,84,4,0,0,0
196,26,121,1,1,0,0
197,35,30,0,0,0,0
198,25,27,0,0,1,1
199,60,75,0,0,0,0
200,25,23,0,0,1,1
201,32,32,0,0,1,0
202,48,38,3,1,0,0
203,26,28,3,3,1,1
204,38,39,1,1,1,0
205,37,40,0,0,0,0
206,40,33,2,4,0,0
207,26,29,1,1,1,1
208,43,42,0,0,0,0
209,11,24,4,0,1,1
210,35,47,1,1,0,0
211,5,11,3,0,0,1
212,21,31,1,1,1,1
213,24,30,0,4,1,1
214,8,31,0,0,1,1
215,47,42,3,0,0,0
216,58,51,0,0,0,0
217,21,34,0,0,0,0
218,27,123,0,0,0,0
219,32,24,1,1,1,1
220,73,43,0,0,1,1
221,23,27,2,4,1,1
222,24,36,4,3,1,1
223,18,41,0,0,1,1
224,19,28,4,4,1,1
225,1,-2,2,2,0,0
226,11,26,0,0,0,1
227,5,7,0,0,1,0
228,24,28,1,1,1,1
229,21,24,4,4,1,1
230,30,66,3,3,1,1
231,65,61,0,0,0,0
232,41,42,0,0,1,1
233,28,36,1,1,1,1
234,24,949,3,3,0,0
235,4,9,2,2,1,1
236,35,39,0,0,1,1
237,6,4,4,0,0,0
238,66,61,0,0,1,1
239,28,31,3,0,1,1
240,35,30,1,1,1,1
241,4,-36,2,2,1,1
242,34,46,0,0,0,0
243,26,41,0,0,0,0
244,26,36,1,1,1,1
245,52,36,0,0,0,0
246,39,37,3,3,0,0
247,61,91,0,0,0,0
248,38,242,3,3,0,0
249,50,41,3,3,0,0
250,37,67,3,0,0,0
251,29,32,0,0,0,0
252,1,7,2,2,0,1
253,25,26,4,4,1,1
254,45,42,3,3,0,0
255,80,49,0,0,1,1
256,60,36,0,0,1,1
257,34,40,0,0,0,0
258,4,2,0,0,0,0
259,40,36,3,1,0,0
260,31,42,1,1,0,0
261,23,26,4,0,1,1
262,72,58,0,0,0,0
263,32,40,0,0,1,1
264,50,43,1,1,0,0
265,31,28,1,1,1,1
266,8,4,0,0,1,1
267,30,29,0,0,0,0
268,36,35,3,1,0,0
269,24,28,2,0,1,1
270,4,8,2,2,1,1
271,24,29,0,0,1,1
272,21,33,0,0,1,1
273,9,12,0,0,1,1
274,26,59,1,0,0,0
275,14,9,0,0,1,1
276,2,11,3,3,1,1
277,52,40,0,0,1,1
278,57,-315,0,0,0,0
279,25,26,2,2,1,1
280,32,35,1,1,1,1
281,75,715,0,0,0,0
282,55,63,3,3,0,0
283,40,39,0,0,0,0
284,73,47,3,3,1,1
285,29,27,2,0,0,0
286,44,44,2,2,1,1
287,75,95,0,0,0,0
288,30,45,1,1,0,0
289,51,53,0,0,1,1
290,18,37,0,0,1,1
291,42,524,1,2,0,0
292,32,34,1,4,1,1
293,10,13,2,2,0,1
294,3,12,4,4,1,1
295,30,33,1,1,0,0
296,27,53,3,1,0,0
297,72,261,1,1,1,0
298,23,31,1,1,0,1
299,27,36,1,0,0,0
300,49,33,0,0,0,0
301,49,44,0,0,0,0
302,40,35,0,0,1,1
303,13,22,2,0,0,0
304,9,23,0,0,0,1
305,35,56,0,0,0,0
306,40,39,1,1,0,0
307,2,6,4,1,0,0
308,67,48,0,0,0,0
309,61,50,3,0,0,0
310,8,15,2,2,1,1
311,28,45,1,1,0,0
312,47,31,0,0,0,0
313,23,35,4,0,1,1
314,34,41,1,1,0,0
315,50,51,0,0,0,0
316,28,32,3,3,1,1
317,22,30,1,1,1,1
318,39,30,0,0,0,0
319,32,32,1,1,0,0
320,24,32,1,1,1,1
321,28,35,0,0,0,0
322,28,26,2,2,1,1
323,39,37,1,4,0,0
324,15,35,0,0,0,1
325,1,3,3,0,0,0
326,28,37,3,0,0,0
327,25,33,4,4,0,0
328,50,41,0,0,0,0
329,40,51,1,1,0,0
330,80,56,0,0,1,1
331,21,27,4,3,0,1
332,54,48,1,0,0,0
333,14,20,0,0,0,0
334,72,76,1,1,0,0
335,22,37,3,3,0,0
336,35,33,3,3,1,1
337,35,29,0,0,1,1
338,1,14,2,2,0,1
339,6,8,0,0,0,0
340,14,28,0,0,0,0
341,28,31,0,0,0,0
342,7,18,2,2,1,1
343,38,38,1,0,0,0
344,22,27,4,0,0,0
345,22,22,1,1,0,0
346,13,25,3,0,1,1
347,30,33,1,1,1,1
348,25,24,3,3,1,1
349,5,85,1,0,0,0
350,24,31,0,0,1,1
351,50,27,0,0,1,1
352,29,31,0,0,1,1
353,1,6,2,2,0,0
354,26,38,1,0,1,0
355,1,11,2,2,0,0
356,14,30,3,3,0,1
357,14,25,1,1,0,0
358,4,-2,0,0,1,1
359,46,26,3,0,0,0
360,49,36,3,2,1,1
361,21,32,0,0,0,0
362,41,43,0,0,0,0
363,4,24,0,0,0,0
364,25,27,1,1,0,0
365,51,47,3,3,0,0
366,26,31,3,0,1,1
367,54,44,0,0,0,0
368,49,40,0,0,0,0
369,55,34,0,0,0,0
370,26,125,1,2,1,0
371,1,9,2,2,0,0
372,34,31,3,3,1,1
373,78,77,0,0,0,0
374,88,81,0,0,0,0
375,57,123,0,0,0,0
376,24,12,1,1,1,1
377,26,59,0,0,1,1
378,26,29,1,1,1,1
379,65,74,0,0,0,0
380,38,43,4,0,0,0
381,35,29,1,1,1,1
382,26,35,1,1,0,0
383,39,36,0,0,1,1
384,48,38,0,0,0,0
385,26,22,3,4,0,0
386,30,37,3,3,1,1
387,9,27,3,2,1,1
388,42,37,1,1,0,0
389,51,42,0,0,1,1
390,10,12,0,0,1,1
391,9,31,0,0,0,1
392,49,46,4,0,0,0
393,26,61,3,1,0,1
394,13,26,0,0,0,1
395,40,51,4,0,1,1
396,50,44,0,0,0,0
397,23,30,3,4,1,1
398,34,24,0,0,0,0
399,25,31,0,0,1,1
400,26,26,0,0,1,1
401,36,34,3,3,0,0
402,72,65,0,0,0,0
403,43,35,0,0,1,1
404,39,37,0,0,1,1
405,85,188,0,2,1,0
406,26,11,0,0,1,1
407,24,30,2,2,1,1
408,27,34,3,0,0,0
409,24,30,0,0,1,1
410,28,28,1,1,0,0
411,39,32,2,2,0,0
412,38,32,3,3,1,1
413,26,34,2,2,0,0
414,47,40,0,0,0,0
415,16,27,0,0,0,1
416,30,29,1,1,1,1
417,37,37,3,3,0,0
418,37,31,0,0,1,1
419,35,38,4,4,1,1
420,56,47,0,0,0,0
421,16,24,0,0,1,1
422,27,42,0,0,0,0
423,28,32,3,3,0,0
424,18,26,1,1,1,1
425,2,29,2,2,1,1
426,75,78,0,0,0,0
427,20,16,0,0,1,1
428,36,29,1,1,0,0
429,26,24,1,1,0,0
430,21,28,3,3,0,0
431,2,1,4,0,1,1
432,13,31,0,0,0,0
433,20,29,2,2,1,1
434,28,26,3,4,1,1
435,5,3,0,0,1,1
436,9,32,1,1,0,1
437,54,92,3,2,0,0
438,4,16,2,2,1,1
439,39,41,4,0,0,0
440,34,39,0,0,0,0
441,28,28,2,2,1,1
442,32,27,0,0,0,0
443,61,53,1,1,0,0
444,1,9,2,2,1,1
445,30,39,0,0,1,1
446,25,6,2,0,1,1
447,34,27,3,0,0,0
448,36,31,1,1,1,1
449,32,32,0,0,0,0
450,1,9,2,2,0,0
451,21,33,1,1,0,0
452,16,37,0,0,0,0
453,24,33,3,0,1,1
454,26,27,3,3,0,0
455,61,31,0,0,0,0
456,29,28,0,0,0,0
457,62,117,1,1,0,0
458,65,49,0,0,0,0
459,65,49,0,0,0,0
460,33,35,1,1,1,0
461,72,74,2,0,0,1
462,36,46,0,0,0,0
463,63,55,3,0,0,0
464,28,47,0,2,0,0
465,60,40,3,1,0,0
466,9,27,1,1,0,0
467,5,19,1,1,0,1
468,36,22,1,1,1,1
469,19,33,4,0,0,0
470,28,32,3,3,0,0
471,70,207,1,0,0,0
472,30,35,1,4,1,1
473,32,43,1,3,0,0
474,28,33,0,0,1,1
475,8,19,2,2,1,1
476,32,27,2,2,1,1
477,12,12,0,0,1,1
478,40,44,4,0,0,0
479,13,26,0,0,0,0
480,2,2,3,3,0,1
481,27,35,0,0,1,1
482,46,44,1,0,0,0
483,21,35,4,1,0,0
484,56,61,0,0,0,0
485,27,31,3,3,0,0
486,76,68,0,0,1,1
487,58,35,1,1,1,1
488,23,27,1,1,1,1
489,30,38,0,0,0,0
490,27,28,0,0,1,1
491,58,55,0,0,1,1
492,56,65,0,0,0,0
493,22,32,2,2,1,1
494,42,38,3,0,0,0
495,70,109,0,0,1,1
496,83,53,0,0,1,0
497,64,67,2,0,0,0
498,15,25,1,1,1,1
499,1,-34,2,2,0,0
500,62,48,3,3,1,1
501,50,38,0,0,0,0
502,30,36,0,0,0,0
503,70,99,0,0,1,0
504,25,40,1,1,1,1
505,47,55,1,1,0,0
506,24,24,1,1,0,0
507,30,35,3,3,0,0
508,6,28,1,1,1,1
509,25,35,3,3,1,1
510,16,23,0,0,0,0
511,23,50,2,2,0,0
512,24,31,0,0,1,1
513,24,38,4,0,1,1
514,24,27,2,2,1,1
515,26,34,0,0,1,1
516,7,48,0,0,1,1
517,3,16,2,2,0,1
518,4,16,2,0,0,1
519,7,23,3,0,1,1
520,25,30,1,0,1,0
521,61,48,2,2,0,0
522,90,147,1,0,0,0
523,25,23,1,0,1,1
524,78,78,0,0,0,0
525,2,3,2,2,1,1
526,50,39,0,0,0,0
527,3,8,0,0,1,1
528,15,23,1,1,1,1
529,2,3,1,1,0,0
530,23,18,2,2,1,1
531,1,-4,0,0,0,0
532,28,20,2,2,1,1
533,20,32,0,4,1,1
534,75,62,0,0,0,0
535,40,49,0,0,1,1
536,39,42,0,0,0,0
537,29,25,0,0,1,1
538,27,33,3,3,1,0
539,70,131,0,0,1,0
540,63,60,0,0,1,1
541,28,25,1,1,0,0
542,18,22,4,3,0,0
543,58,53,0,0,0,0
544,52,47,1,1,0,0
545,58,51,4,3,0,0
546,26,33,3,3,1,1
547,38,52,2,2,0,0
548,35,38,0,0,1,1
549,8,13,3,3,0,1
550,27,28,3,3,1,1
551,29,19,1,2,1,1
552,45,35,1,1,1,1
553,29,39,0,0,0,0
554,63,41,0,1,1,1
555,14,13,0,0,1,1
556,39,36,1,1,0,0
557,21,24,4,0,0,1
558,29,33,1,1,0,0
559,65,60,0,0,0,0
560,4,2,0,2,0,1
561,26,34,0,0,0,0
562,62,62,1,1,0,1
563,31,33,1,0,1,1
564,26,28,1,0,0,0
565,23,34,0,1,1,1
566,56,33,3,3,1,1
567,45,38,0,0,1,1
568,26,28,3,3,0,0
569,1,-3,0,0,0,1
570,45,45,1,1,0,0
571,1,-50,2,2,0,1
572,29,39,0,0,1,1
573,16,23,0,0,1,1
574,1,-1,0,0,0,1
575,34,34,3,3,0,0
576,18,40,1,1,0,0
577,1,-2,2,2,0,1
578,74,90,0,0,0,0
579,41,52,0,0,1,1
580,27,31,2,0,1,1
581,42,41,0,0,1,1
582,6,0,0,0,0,0
583,34,32,0,0,0,0
584,27,34,1,1,1,1
585,22,26,4,0,1,1
586,50,54,0,0,0,0
587,37,81,2,0,1,1
588,8,13,3,3,0,0
589,8,5,0,0,1,1
590,26,38,2,0,0,1
591,31,40,0,0,1,1
592,24,34,1,1,1,0
593,54,41,0,0,1,1
594,37,38,3,3,0,0
595,29,36,1,1,0,0
596,26,82,1,1,0,0
597,5,15,2,2,0,0
598,49,42,0,0,0,0
599,28,28,1,1,1,1
600,1,-1,4,2,1,1
601,2,12,0,0,0,0
602,3,20,3,3,0,0
603,26,32,3,1,1,1
604,58,63,0,0,0,0
605,3,31,0,0,0,1
606,70,54,3,3,0,0
607,34,8,3,3,0,0
608,22,34,0,0,0,0
609,30,33,4,3,0,0
610,30,44,1,1,0,0
611,28,29,3,1,0,0
612,24,32,4,1,1,1
613,45,42,0,0,0,0
614,35,25,1,1,1,1
615,26,30,3,3,1,1
616,10,20,1,1,0,1
617,77,50,0,0,1,0
618,14,18,0,0,1,1
619,19,30,4,1,1,1
620,39,21,3,3,1,1
621,49,41,0,0,1,1
622,35,21,2,4,1,1
623,38,29,1,1,1,1
624,26,106,1,1,0,0
625,47,38,0,0,1,1
626,1,-3,2,4,1,1
627,50,48,3,3,0,0
628,62,87,0,0,0,0
629,50,56,0,0,0,0
630,44,47,3,0,1,1
631,28,26,3,3,1,1
632,26,34,1,1,0,0
633,31,29,1,4,1,1
634,28,46,3,3,0,0
635,26,30,1,2,1,1
636,5,9,0,0,1,1
637,1,1,0,3,1,0
638,28,27,0,1,1,1
639,50,50,0,0,0,0
640,30,39,1,0,0,0
641,48,50,0,0,0,0
642,17,37,3,2,0,0
643,1,14,3,3,1,0
644,24,32,1,1,0,0
645,36,34,0,0,1,1
646,80,64,0,0,0,0
647,23,18,1,1,1,1
648,35,40,0,0,0,0
649,1,8,2,2,0,1
650,48,33,1,1,1,1
651,52,53,0,0,0,0
652,80,49,0,0,1,1
653,34,32,3,0,0,0
654,26,28,0,0,0,0
655,70,84,0,0,0,0
656,76,63,2,2,1,1
657,60,76,0,0,0,0
658,26,34,0,0,0,0
659,16,35,0,0,0,0
660,30,19,2,0,1,1
661,64,59,1,1,0,0
662,27,36,1,1,1,1
663,66,60,0,0,0,0
664,54,34,3,3,0,0
665,60,40,1,1,1,1
666,23,28,0,0,1,1
667,45,38,0,0,1,0
668,28,29,2,2,1,1
669,53,28,3,3,1,1
670,34,31,3,0,1,1
671,34,33,0,1,1,1
672,31,30,1,0,1,1
673,43,47,3,0,0,0
674,53,45,0,0,0,0
675,65,54,2,2,0,0
676,25,35,4,4,1,1
677,34,37,4,0,0,0
678,25,36,0,0,1,1
679,5,7,3,4,0,1
680,50,53,0,0,0,0
681,1,-2,0,0,0,1
682,26,29,4,0,0,0
683,5,8,0,3,1,1
684,29,38,2,2,1,1
685,16,25,0,0,0,0
686,27,27,3,3,1,1
687,19,28,1,1,0,0
688,20,36,0,0,0,0
689,53,49,0,0,0,0
690,26,30,1,1,1,1
691,17,35,2,2,0,1
692,7,22,4,0,1,1
693,82,78,0,0,0,0
694,26,27,1,1,0,0
695,1,5,0,0,1,1
696,1,0,2,0,0,1
697,31,33,0,0,0,0
698,1,0,0,0,0,0
699,1,20,3,3,0,1
700,85,68,0,0,1,0
701,40,40,0,0,0,0
702,2,14,2,2,1,1
703,43,43,1,1,0,0
704,26,344,2,2,1,0
705,83,64,0,0,0,0
706,6,13,2,2,1,1
707,24,29,3,3,1,1
708,9,21,0,0,0,1
709,41,38,3,3,0,0
710,26,48,0,0,0,0
711,42,35,1,1,0,0
712,1,3,2,2,0,1
713,25,15,2,2,1,1
714,32,25,2,0,0,0
715,55,49,0,0,0,0
716,2,3,2,2,1,1
717,64,56,0,0,1,1
718,25,31,3,0,1,1
719,14,29,0,0,1,1
720,36,28,0,0,0,0
721,45,41,1,1,1,1
722,32,45,2,2,0,0
723,68,73,1,0,0,0
724,32,27,0,0,0,0
725,12,19,0,0,0,0
726,58,-28,0,0,1,0
727,1,0,1,2,0,0
728,17,33,0,0,1,1
729,40,42,2,2,0,0
730,1,0,2,2,0,1
731,32,40,2,0,1,1
732,32,58,0,0,0,0
733,34,25,1,1,1,1
734,24,27,4,0,0,1
735,20,28,4,0,1,1
736,9,22,0,0,0,0
737,61,67,3,1,0,0
738,25,28,1,1,0,0
739,36,31,0,0,1,1
740,40,86,0,0,0,0
741,58,39,0,0,1,1
742,17,26,3,3,0,0
743,1,8,4,0,0,1
744,13,26,0,0,1,1
745,28,32,0,0,0,0
746,22,33,4,4,1,1
747,65,44,0,0,1,1
748,2,2,2,2,0,1
749,60,117,0,0,1,1
750,22,28,3,3,1,0
751,22,28,3,3,0,0
752,30,45,2,2,0,0
753,24,49,1,1,0,0
754,45,36,0,0,0,0
755,1,-4,3,3,0,0
756,75,56,1,1,0,0
757,79,89,0,0,0,0
758,75,66,0,0,0,1
759,49,44,4,0,0,0
760,50,64,1,1,0,0
761,43,60,0,0,0,0
762,26,23,1,1,1,1
763,29,33,1,1,1,1
764,74,64,0,0,1,1
765,32,40,2,2,1,1
766,52,31,0,0,1,1
767,36,37,4,3,1,1
768,1,5,2,2,1,0
769,32,35,1,1,1,1
770,26,28,2,0,1,1
771,28,32,0,0,0,0
772,25,28,1,1,1,1
773,2,13,2,2,1,1
774,1,10,3,3,0,0
775,1,-2,0,2,1,0
776,37,24,0,0,0,1
777,1,-18,2,2,1,1
778,56,64,3,0,0,0
779,53,38,0,0,1,1
780,35,47,0,0,1,1
781,28,26,2,2,0,0
782,1,1,0,0,1,0
783,28,29,0,0,0,0
784,26,41,2,2,1,1
785,26,23,2,2,1,1
786,39,19,1,4,0,0
787,54,29,0,0,1,1
788,56,46,0,0,0,0
789,32,31,0,0,1,1
790,24,29,2,2,1,1
791,32,27,3,3,0,0
792,75,59,0,0,0,0
793,54,32,3,3,0,0
794,16,28,0,0,1,1
795,34,33,0,0,1,1
796,35,28,0,0,1,1
797,30,35,0,0,0,0
798,35,39,0,0,0,0
799,28,38,0,0,0,0
800,48,39,0,0,1,1
801,34,39,0,0,0,0
802,51,45,0,0,1,0
803,3,12,0,3,0,0
804,26,32,1,1,1,1
805,55,37,0,0,0,0
806,2,-5,2,2,0,0
807,24,30,2,2,1,1
808,65,45,2,0,0,0
809,25,1023,2,0,1,1
810,40,53,1,1,0,0
811,1,-2,0,2,0,0
812,20,30,1,1,1,1
813,11,10,4,0,0,1
814,34,40,0,0,1,1
815,36,33,3,0,1,1
816,38,52,0,0,1,1
817,26,34,3,3,0,0
818,28,28,1,1,0,0
819,15,22,0,0,1,1
820,23,34,4,3,0,0
821,55,47,0,0,0,0
822,28,28,2,2,1,1
823,40,29,1,1,0,1
824,1,1,4,0,0,0
825,56,46,0,0,0,0
826,30,27,2,2,0,0
827,2,2,4,4,1,1
828,17,28,0,0,0,0
829,46,38,0,0,1,1
830,26,35,3,1,0,0
831,11,20,0,0,0,0
832,31,30,1,1,0,0
833,67,66,0,0,0,0
834,25,29,3,3,1,1
835,23,40,1,1,1,1
836,90,71,0,0,1,1
837,47,27,0,0,1,1
838,26,37,3,0,1,1
839,21,31,4,0,1,1
840,80,53,0,0,0,0
841,65,40,0,0,1,1
842,26,81,0,0,1,1
843,30,30,3,3,1,1
844,27,32,2,0,0,0
845,43,51,0,0,1,1
846,63,66,1,0,0,0
847,24,31,0,0,1,1
848,25,104,3,0,1,0
849,25,31,1,1,1,1
850,25,20,2,2,1,1
851,19,44,0,0,1,1
852,37,38,0,0,0,0
853,31,46,3,0,0,0
854,27,32,4,0,0,0
855,41,48,2,2,0,0
856,65,33,0,0,1,1
857,20,36,0,2,0,0
858,5,31,0,3,0,0
859,4,0,1,1,1,0
860,1,3,4,1,0,0
861,24,11,1,0,0,0
862,8,17,0,0,0,1
863,67,57,3,0,0,0
864,37,37,1,1,0,0
865,46,39,4,3,0,0
866,35,34,0,0,1,1
867,57,37,0,0,0,0
868,26,36,4,3,0,1
869,14,25,0,0,0,0
870,24,30,1,1,0,0
871,24,24,2,2,1,1
872,1,-6,0,0,1,1
873,1,-27,2,2,1,1
874,91,182,1,1,0,0
875,45,49,1,1,1,1
876,24,26,2,3,1,1
877,40,60,3,0,0,0
878,22,30,0,0,0,0
879,26,28,1,1,1,0
880,9,14,0,0,0,1
881,20,36,1,1,1,1
882,38,39,0,0,0,0
883,25,31,0,0,1,1
884,26,35,1,0,0,0
885,45,43,0,0,0,0
886,55,32,0,0,1,1
887,10,14,1,0,1,0
888,53,-59,0,0,0,0
889,26,38,0,0,1,1
890,1,-7,2,2,1,1
891,26,31,2,2,1,1
892,40,31,2,3,0,0
893,26,36,4,4,1,1
894,26,33,2,2,1,1
895,24,22,2,2,1,1
896,24,39,0,0,1,1
897,35,51,1,1,0,0
898,1,8,2,2,1,1
899,62,56,1,1,0,0
900,26,41,0,1,1,1
901,9,17,0,0,0,0
902,26,29,1,1,1,1
903,24,38,3,3,1,1
904,35,35,0,0,0,0
905,26,57,1,1,0,1
906,34,37,4,0,1,1
907,66,69,0,0,0,0
908,23,45,2,2,1,1
909,35,28,0,0,0,0
910,28,46,2,0,0,0
911,23,33,3,3,1,1
912,4,4,2,2,1,1
913,35,31,3,0,0,0
914,40,31,0,0,0,0
915,41,49,1,1,0,0
916,20,21,1,1,0,0
917,24,24,0,3,1,1
918,42,29,0,0,0,0
919,15,28,0,1,0,0
920,1,-6,2,2,1,0
921,2,6,0,0,1,1
922,29,32,2,2,1,1
923,32,31,1,1,1,1
924,26,35,3,3,1,1
925,4,-1,0,0,0,0
926,92,72,2,2,0,0
927,35,35,1,1,0,0
928,29,37,0,0,0,0
929,23,22,4,0,1,1
930,30,26,0,0,1,1
931,85,56,0,0,1,0
932,40,39,3,3,0,0
933,40,30,0,0,0,0
934,29,24,2,2,1,1
935,3,6,0,0,0,1
936,80,51,0,0,1,1
937,1,-4,3,3,1,1
938,20,44,3,4,1,1
939,32,61,2,2,1,1
940,5,17,0,0,0,1
941,26,30,2,2,1,1
942,6,9,0,0,1,0
943,18,46,0,0,1,1
944,26,38,3,1,1,1
945,84,64,4,0,1,1
946,10,18,0,0,1,1
947,23,39,3,3,0,0
948,7,19,0,0,1,1
949,29,34,1,1,1,1
950,42,47,4,0,0,0
951,89,95,0,0,1,1
952,56,26,3,0,1,1
953,26,20,2,2,1,1
954,55,19,0,0,1,1
955,50,36,1,1,0,0
956,56,63,0,0,0,0
957,37,40,1,1,0,0
958,22,29,0,0,0,0
959,35,39,1,1,0,0
960,32,35,0,0,1,0
961,18,30,4,4,0,0
962,27,31,4,1,1,1
963,90,93,2,0,0,0
964,1,-2,0,0,0,0
965,16,37,0,1,1,0
966,42,35,1,1,1,1
967,31,36,0,0,0,0
968,23,17,3,3,1,1
969,26,32,0,0,1,1
970,25,22,1,1,1,1
971,26,27,4,2,1,1
972,83,129,0,0,1,1
973,57,94,0,0,0,0
974,5,5,2,2,1,1
975,2,19,4,0,1,1
976,54,40,2,0,1,1
977,39,32,1,1,0,0
978,31,30,4,0,1,1
979,1,12,4,0,0,0
980,36,39,0,0,0,0
981,46,31,3,0,0,0
982,30,12,3,3,1,1
983,54,48,0,0,0,0
984,24,29,1,1,0,0
985,58,51,2,2,0,0
986,54,42,0,0,1,1
987,26,40,1,0,0,0
988,86,69,2,3,1,1
989,26,30,1,1,1,1
990,26,38,0,0,1,1
991,76,447,0,0,1,0
992,52,81,0,0,0,0
