,age_true,age_pred,race_true,race_pred,gender_true,gender_pred
164,27,35,2,0,1,1
165,14,31,3,3,1,1
166,30,30,3,1,1,1
167,30,39,1,1,0,0
168,32,45,1,0,1,1
169,50,57,0,0,0,0
170,1,-6,2,2,1,0
171,4,22,3,3,0,0
172,40,38,3,0,0,0
173,9,17,0,0,0,0
174,39,43,1,1,1,1
175,35,33,3,3,0,0
176,54,78,0,0,1,1
177,10,31,0,0,1,1
178,32,43,0,0,1,1
179,63,70,0,0,1,1
180,36,53,2,2,0,0
181,35,34,1,1,1,1
182,54,59,0,0,0,0
183,25,35,0,0,0,0
184,4,9,4,1,1,1
185,24,39,1,1,1,1
186,23,31,3,3,0,0
187,30,58,0,0,1,1
188,26,45,3,0,1,0
189,24,42,0,0,0,0
190,23,34,0,0,1,1
191,34,40,1,1,1,1
192,56,38,1,1,1,1
193,29,47,0,0,0,0
194,6,19,0,0,1,1
195,63,41,0,0,1,1
196,26,41,2,2,1,1
197,21,30,4,0,0,1
198,73,79,0,2,0,0
199,12,33,0,0,1,0
200,40,55,4,0,0,0
201,10,22,0,0,0,0
202,26,38,1,1,0,0
203,65,63,0,0,1,0
204,72,72,3,0,0,1
205,35,36,1,1,1,1
206,26,46,4,2,0,0
207,35,28,0,0,0,0
208,67,67,1,1,0,1
209,29,40,1,0,1,1
210,38,36,3,3,1,1
211,28,30,2,2,1,1
212,40,49,0,0,1,1
213,26,32,4,2,1,1
214,56,69,0,0,1,1
215,58,73,0,0,0,0
216,1,5,0,4,0,0
217,32,48,2,2,0,0
218,39,59,0,0,0,0
219,3,3,0,0,1,1
220,16,52,0,0,0,0
221,3,4,2,2,1,1
222,27,46,3,3,0,0
223,68,72,1,0,0,0
224,4,15,0,2,0,1
225,45,49,3,1,0,0
226,5,8,2,2,1,1
227,53,57,0,0,1,1
228,23,27,1,1,1,1
229,30,49,4,0,1,1
230,2,23,2,2,0,0
231,45,54,2,2,0,1
232,2,12,2,2,0,1
233,38,39,1,1,1,1
234,30,27,3,3,1,1
235,28,43,3,1,1,1
236,26,37,0,0,1,1
237,28,33,3,3,0,0
238,31,47,2,2,0,0
239,28,23,0,0,1,1
240,58,57,0,0,0,0
241,8,13,0,0,1,1
242,21,29,0,0,1,1
243,15,26,3,3,1,0
244,79,89,0,0,0,0
245,25,41,0,0,0,0
246,63,65,1,1,0,0
247,23,41,3,3,0,0
248,60,71,0,0,0,0
249,28,44,0,0,1,1
250,26,35,1,1,1,1
251,51,50,0,0,1,1
252,37,38,0,3,0,0
253,26,36,3,0,1,1
254,22,41,0,0,1,1
255,29,45,0,0,0,0
256,1,19,0,0,0,0
257,31,33,1,1,1,1
258,47,54,4,1,0,0
259,29,47,0,0,1,1
260,24,30,0,0,1,1
261,56,60,0,0,0,0
262,19,26,4,3,0,0
263,28,29,4,3,1,1
264,17,25,1,1,0,0
265,45,47,0,0,0,0
266,51,62,0,0,0,0
267,32,23,2,2,1,1
268,22,23,2,2,1,1
269,36,45,3,3,0,0
270,40,67,0,0,1,1
271,53,58,0,0,1,1
272,55,39,3,3,0,0
273,9,18,0,0,0,0
274,23,37,3,3,0,0
275,43,44,1,1,1,1
276,27,37,0,0,0,0
277,20,34,0,0,0,0
278,88,87,0,0,1,1
279,1,-6,0,2,0,0
280,71,70,0,0,0,0
281,1,11,0,0,1,1
282,16,21,4,3,1,1
283,13,21,0,0,1,1
284,38,44,0,0,1,1
285,24,32,2,2,1,1
286,25,34,2,2,0,0
287,1,19,3,3,0,1
288,32,30,3,0,0,0
289,28,37,4,0,0,0
290,34,36,3,4,0,0
291,40,69,1,1,0,0
292,28,39,1,1,1,1
293,19,39,3,3,1,1
294,85,93,0,0,1,0
295,40,37,0,0,0,0
296,28,36,1,1,1,1
297,50,45,0,0,1,1
298,1,8,4,2,1,1
299,53,70,0,0,1,1
300,56,41,1,0,0,0
301,2,24,3,3,0,1
302,30,36,0,0,1,1
303,32,34,0,1,1,0
304,28,26,1,3,0,0
305,10,20,0,0,1,1
306,56,46,2,2,0,0
307,35,49,0,0,0,0
308,4,34,0,0,1,1
309,22,39,4,0,1,1
310,26,50,0,4,0,0
311,56,67,0,0,1,0
312,4,12,3,3,0,0
313,70,76,0,0,0,0
314,33,37,0,0,0,0
315,26,27,2,2,1,1
316,31,36,1,1,0,0
317,40,49,2,2,0,0
318,32,40,1,1,0,0
319,22,31,1,1,1,1
320,28,50,4,3,0,0
321,45,92,0,0,0,0
322,21,35,3,3,1,1
323,39,48,0,0,0,0
324,25,35,3,3,1,1
325,28,41,1,1,0,0
326,33,62,1,0,0,0
327,22,29,2,2,1,1
328,86,74,0,0,1,1
329,58,85,0,0,0,0
330,34,36,2,2,1,1
331,1,12,4,2,0,1
332,63,81,0,0,0,0
333,42,48,0,0,0,0
334,26,44,0,0,0,0
335,29,26,2,2,0,0
336,26,29,1,1,1,1
337,16,32,0,0,0,1
338,34,50,0,0,0,0
339,26,31,0,1,0,0
340,26,33,3,3,1,1
341,18,56,0,0,0,0
342,24,32,0,0,0,0
343,29,34,2,2,0,0
344,27,25,2,2,1,1
345,26,35,1,1,0,0
346,25,40,0,0,1,1
347,2,31,3,0,1,1
348,35,44,0,0,0,0
349,35,41,1,1,0,0
350,42,58,3,3,0,0
351,27,35,1,1,0,0
352,49,44,1,1,0,0
353,35,43,1,1,0,0
354,88,87,0,0,1,1
355,35,48,0,0,0,0
356,40,46,0,0,1,1
357,1,14,3,3,0,1
358,26,30,1,2,1,1
359,5,10,3,3,0,0
360,53,58,0,0,0,0
361,35,36,1,1,0,0
362,28,34,1,1,1,0
363,84,135,0,0,1,1
364,19,40,0,2,0,0
365,26,36,2,2,1,1
366,27,38,0,1,1,1
367,25,25,1,1,0,0
368,78,67,0,0,1,1
369,28,44,0,0,1,1
370,55,125,3,0,1,0
371,29,74,0,0,0,0
372,8,20,0,0,0,0
373,60,70,3,3,0,0
374,88,211,3,0,1,0
375,40,37,3,4,0,0
376,1,0,2,2,0,1
377,52,65,0,0,0,1
378,21,35,3,3,1,1
379,55,62,0,0,0,1
380,26,35,1,1,1,1
381,62,54,0,0,1,1
382,75,93,0,3,0,0
383,1,5,2,2,0,0
384,33,71,0,0,0,0
385,21,33,3,2,1,1
386,24,39,2,2,1,1
387,75,208,0,0,0,0
388,49,43,3,0,1,1
389,26,25,2,2,1,1
390,42,45,1,0,1,1
391,29,33,1,1,0,0
392,32,37,2,0,1,1
393,1,3,2,2,1,0
394,22,38,1,1,1,1
395,26,39,1,1,1,1
396,26,35,1,1,0,0
397,26,34,1,1,0,0
398,5,22,0,0,1,1
399,24,38,0,0,1,1
400,1,3,0,0,1,1
401,20,41,0,0,0,0
402,22,37,3,0,1,1
403,18,30,0,0,1,1
404,73,63,0,0,1,1
405,1,5,2,2,1,0
406,34,36,3,3,0,0
407,29,45,0,0,0,0
408,29,44,1,1,0,0
409,22,30,0,0,0,0
410,25,23,2,2,1,1
411,24,32,0,3,1,1
412,28,51,0,0,0,0
413,24,36,0,0,0,1
414,49,49,0,0,0,0
415,40,46,0,0,0,0
416,37,35,0,0,1,1
417,1,0,0,0,0,1
418,33,33,0,2,1,1
419,55,62,0,0,0,0
420,28,32,3,3,1,1
421,50,70,1,1,0,0
422,26,33,2,2,1,1
423,63,68,0,0,0,0
424,2,19,3,4,1,1
425,35,38,2,2,0,0
426,3,15,4,4,1,1
427,42,49,4,4,0,0
428,26,27,3,3,1,1
429,28,33,2,2,0,0
430,27,48,0,0,0,0
431,58,74,2,2,0,0
432,1,13,2,2,1,1
433,99,110,0,0,1,0
434,47,144,0,2,0,0
435,26,37,0,0,0,0
436,29,40,0,0,0,0
437,23,25,2,2,1,1
438,26,37,1,0,0,0
439,22,36,2,2,0,0
440,39,46,1,1,0,0
441,17,36,0,0,1,1
442,24,39,2,2,1,1
443,65,56,3,0,0,0
444,8,33,0,0,0,1
445,43,41,3,3,0,0
446,39,52,0,0,1,1
447,32,38,2,2,1,1
448,29,35,1,1,0,0
449,37,41,1,1,0,0
450,35,67,1,1,0,0
451,33,32,3,3,1,1
452,31,32,3,3,0,0
453,2,3,4,4,1,0
454,15,36,0,0,0,0
455,22,33,0,0,1,1
456,31,32,1,1,1,1
457,11,25,3,3,1,1
458,50,35,2,2,1,0
459,16,27,0,0,0,0
460,34,47,1,1,0,0
461,3,19,1,1,0,1
462,48,74,3,3,0,1
463,26,25,3,3,1,1
464,24,28,2,2,1,1
465,4,-1,0,0,1,1
466,34,41,0,0,0,0
467,23,31,3,0,1,1
468,27,33,1,1,1,1
469,31,41,0,0,0,0
470,27,40,0,4,1,1
471,32,41,1,1,1,1
472,67,79,2,2,0,0
473,36,60,0,0,1,1
474,26,38,2,2,1,1
475,47,73,4,0,0,0
476,25,36,1,1,1,1
477,4,10,4,0,1,1
478,3,12,4,2,1,1
479,26,32,1,1,0,0
480,5,30,2,2,0,0
481,37,31,3,3,1,0
482,24,41,4,1,0,0
483,1,-3,0,0,1,1
484,42,35,3,0,1,1
485,33,36,1,1,1,1
486,35,47,0,0,0,0
487,26,35,4,3,0,0
488,40,57,1,1,1,1
489,60,56,3,3,0,0
490,27,34,3,3,0,0
491,28,34,3,3,0,0
492,36,42,3,3,0,0
493,34,46,0,0,1,1
494,63,58,0,0,1,1
495,38,41,1,1,0,0
496,62,99,0,0,0,0
497,9,36,0,0,0,1
498,32,39,2,2,1,1
499,24,31,1,1,1,0
500,23,31,3,3,0,0
501,50,55,0,0,1,1
502,17,37,0,0,1,1
503,30,38,3,0,0,0
504,26,34,1,1,1,1
505,5,13,2,1,0,1
506,23,45,0,0,0,0
507,30,37,3,3,1,1
508,40,41,0,0,1,1
509,21,34,1,1,0,1
510,37,53,1,0,0,0
511,35,59,0,3,0,0
512,35,33,3,3,0,0
513,67,71,2,2,0,0
514,53,32,4,4,1,1
515,42,53,0,0,0,0
516,53,69,0,0,0,0
517,2,1,2,2,0,0
518,29,43,0,0,0,0
519,52,55,0,0,1,1
520,30,47,0,0,1,1
521,21,25,2,2,1,1
522,40,32,1,1,1,1
523,25,31,3,3,1,1
524,26,37,3,3,0,0
525,28,40,3,3,0,0
526,56,92,3,3,1,0
527,72,61,2,2,0,1
528,1,13,2,2,0,0
529,2,19,3,3,0,1
530,20,37,1,1,0,1
531,26,32,3,3,1,1
532,55,48,3,3,0,0
533,39,58,0,0,1,1
534,7,58,2,0,1,1
535,1,16,0,0,0,0
536,21,42,2,2,1,1
537,24,35,0,0,0,0
538,54,61,0,0,0,0
539,9,36,0,0,0,0
540,25,30,1,1,1,1
541,55,32,3,3,0,0
542,15,23,0,0,1,1
543,50,45,3,0,0,0
544,51,64,0,0,0,0
545,55,76,3,0,0,0
546,81,107,0,0,0,0
547,26,40,2,0,1,1
548,21,38,2,2,1,1
549,1,7,4,0,1,1
550,53,58,3,3,0,0
551,27,31,1,1,1,1
552,60,48,0,0,0,0
553,46,66,0,0,0,0
554,1,15,2,2,0,0
555,24,31,2,2,1,1
556,9,24,0,0,1,1
557,39,76,0,0,0,0
558,24,38,0,0,0,0
559,27,34,0,0,0,0
560,70,78,0,0,0,1
561,29,38,3,3,0,0
562,40,48,0,0,0,0
563,28,29,1,1,0,0
564,60,72,0,0,0,1
565,9,26,0,0,1,1
566,25,30,1,1,1,1
567,25,51,1,1,0,0
568,24,28,2,2,1,1
569,73,66,0,0,1,1
570,42,61,0,0,0,0
571,55,83,0,0,0,0
572,10,26,1,1,1,0
573,26,33,0,3,1,1
574,32,37,1,1,1,1
575,22,29,0,0,1,1
576,29,44,0,2,1,1
577,8,26,0,0,0,0
578,26,38,1,4,0,0
579,26,52,0,0,1,1
580,6,33,3,1,1,1
581,26,32,0,2,1,1
582,9,42,0,0,0,1
583,1,15,0,0,0,1
584,37,43,3,3,0,0
585,37,50,0,0,1,1
586,26,32,2,2,1,1
587,38,53,0,0,1,1
588,3,13,0,0,0,1
589,9,19,1,4,0,0
590,1,12,2,2,1,1
591,23,35,0,0,0,0
592,40,52,2,2,1,1
593,2,25,3,3,1,1
594,77,74,0,0,1,1
595,47,35,0,3,0,0
596,5,25,1,1,0,0
597,28,33,1,1,0,0
598,1,-3,2,2,0,1
599,56,46,3,3,0,0
600,26,33,3,3,0,0
601,24,38,2,2,0,0
602,32,40,1,1,0,0
603,47,60,3,0,0,0
604,68,74,0,0,0,0
605,36,47,4,0,1,1
606,1,18,0,0,1,1
607,24,35,2,2,1,1
608,28,35,0,3,0,0
609,10,25,0,0,0,1
610,22,30,1,3,1,0
611,82,67,0,0,0,1
612,51,59,3,3,0,0
613,30,50,0,0,1,1
614,10,17,2,4,1,1
615,30,30,1,1,1,0
616,24,27,2,2,1,1
617,1,10,2,2,1,1
618,65,88,0,0,0,0
619,49,60,0,0,0,0
620,20,30,1,1,1,0
621,20,27,1,1,1,1
622,25,41,1,1,0,0
623,18,36,0,0,1,1
624,39,45,0,0,0,0
625,35,35,1,1,0,0
626,35,43,4,0,0,0
627,28,32,0,0,1,1
628,2,23,3,0,1,1
629,23,22,2,2,1,1
630,33,54,1,0,1,1
631,28,39,0,0,1,1
632,29,33,2,2,1,1
633,35,37,3,3,1,1
634,24,31,3,3,1,1
635,44,33,3,1,1,1
636,50,42,1,1,1,1
637,68,76,0,0,0,0
638,5,7,2,2,1,0
639,30,31,3,3,0,0
640,35,38,3,2,1,1
641,35,34,0,0,1,1
642,74,107,0,0,0,0
643,5,58,0,0,0,1
644,10,19,0,0,1,1
645,2,-2,2,2,1,0
646,1,7,2,2,0,0
647,36,39,4,3,0,0
648,3,46,0,0,0,1
649,26,27,0,0,0,0
650,29,43,0,0,1,1
651,7,21,0,0,0,1
652,5,27,2,2,0,0
653,26,35,1,1,0,0
654,42,39,0,3,0,0
655,26,30,1,1,1,1
656,30,35,4,0,0,0
657,26,32,4,0,1,1
658,42,43,2,3,0,0
659,26,34,3,3,0,0
660,25,38,1,1,0,0
661,28,46,0,0,0,0
662,25,47,3,3,0,0
663,90,103,0,0,0,0
664,55,74,0,0,0,0
665,6,31,3,3,0,0
666,9,30,0,0,0,1
667,54,70,0,0,0,0
668,72,65,0,0,0,0
669,61,57,0,0,1,1
670,27,28,3,4,1,1
671,38,42,1,1,0,0
672,27,39,0,0,0,0
673,2,9,2,2,1,1
674,63,81,0,0,0,0
675,32,32,0,3,1,1
676,60,75,0,0,1,1
677,35,68,2,2,0,0
678,40,40,0,0,0,0
679,26,48,4,0,0,0
680,39,30,4,0,1,1
681,4,21,0,0,0,0
682,37,22,0,2,1,1
683,28,130,0,0,0,0
684,29,36,0,0,1,1
685,22,30,2,2,0,0
686,30,48,2,2,0,0
687,26,44,3,3,1,1
688,5,14,2,2,1,1
689,42,52,0,0,0,0
690,45,46,0,0,0,0
691,46,29,1,1,1,1
692,6,24,3,3,0,0
693,17,32,0,0,1,1
694,35,43,0,0,1,1
695,26,59,0,0,0,0
696,38,46,0,0,1,1
697,28,36,2,2,1,1
698,90,104,0,0,0,0
699,28,27,2,2,1,1
700,44,40,4,0,0,0
701,64,64,1,1,0,0
702,33,41,3,3,0,0
703,36,32,3,0,0,0
704,26,37,1,1,0,0
705,22,37,0,0,0,0
706,49,43,3,3,1,1
707,32,39,0,0,1,1
708,25,30,1,1,1,1
709,56,105,3,0,0,0
710,2,7,2,2,0,0
711,45,54,3,0,0,0
712,38,43,4,2,1,1
713,65,82,1,1,0,0
714,1,15,2,2,0,0
715,26,27,3,3,1,1
716,25,39,0,0,0,0
717,86,217,0,0,1,1
718,32,57,0,0,1,1
719,37,36,4,0,0,0
720,24,34,1,1,1,1
721,26,41,3,3,0,0
722,80,89,3,3,1,0
723,30,48,0,0,0,0
724,26,29,0,0,1,1
725,23,36,0,0,1,1
726,2,8,3,4,1,0
727,48,72,0,0,0,1
728,23,32,2,2,1,1
729,26,30,1,1,0,0
730,101,116,0,0,0,0
731,39,36,1,1,0,0
732,70,57,0,0,0,0
733,26,46,1,0,1,1
734,17,35,3,3,1,1
735,26,35,3,0,0,0
736,43,48,3,3,0,0
737,27,38,2,2,0,0
738,27,35,4,4,0,0
739,35,41,0,0,0,0
740,6,28,3,3,1,1
741,24,31,0,4,1,1
742,1,22,2,2,0,1
743,40,44,0,2,0,0
744,20,35,1,1,0,0
745,10,24,1,4,0,1
746,22,29,1,1,0,0
747,30,26,0,0,1,1
748,26,30,0,0,1,1
749,18,27,0,0,1,1
750,49,42,2,2,0,0
751,26,44,1,1,0,0
752,30,42,2,2,0,0
753,2,0,4,2,1,1
754,4,6,2,2,1,0
755,45,34,0,0,0,0
756,37,39,3,3,0,0
757,32,40,2,2,0,0
758,34,42,0,0,1,1
759,30,48,1,1,1,1
760,41,37,4,1,1,1
761,65,70,0,0,0,0
762,16,34,0,0,1,1
763,24,26,4,3,0,0
764,70,102,0,0,0,0
765,10,43,0,0,1,1
766,89,76,1,1,0,0
767,1,11,3,2,1,1
768,14,21,1,1,0,1
769,23,36,4,3,1,1
770,3,23,3,3,0,1
771,25,43,4,1,0,0
772,8,24,0,0,0,0
773,18,31,0,1,1,1
774,52,57,0,0,0,0
775,3,3,0,0,0,0
776,34,72,1,1,0,0
777,4,3,2,2,1,1
778,12,30,0,0,1,1
779,78,147,2,2,0,0
780,54,65,0,0,0,0
781,49,44,0,0,0,0
782,59,66,0,0,0,0
783,25,25,4,3,1,1
784,80,97,0,0,1,1
785,68,57,0,0,1,1
786,1,7,2,2,0,1
787,55,73,0,0,0,1
788,78,79,1,1,0,0
789,26,35,3,3,0,0
790,3,10,0,0,0,1
791,54,69,0,3,1,1
792,60,59,3,1,0,0
793,25,20,2,2,0,0
794,50,38,3,3,1,1
795,64,79,0,2,0,0
796,47,60,0,0,1,1
797,54,48,0,3,0,0
798,32,32,2,2,1,1
799,38,56,0,0,0,0
800,54,51,1,0,1,1
801,26,40,0,0,1,0
802,30,37,0,0,1,1
803,22,27,0,0,1,1
804,92,72,2,1,0,0
805,45,58,3,3,0,0
806,54,58,3,0,0,0
807,19,38,0,0,1,1
808,21,27,1,1,1,1
809,2,3,0,0,0,1
810,46,40,1,1,1,0
811,29,37,1,1,0,0
812,8,16,0,0,0,0
813,3,15,0,0,1,1
814,24,41,3,3,0,0
815,18,48,2,2,1,1
816,21,36,1,1,0,0
817,32,47,2,3,0,0
818,35,43,0,0,0,0
819,2,29,3,3,0,1
820,22,37,2,2,1,1
821,12,30,2,0,0,0
822,32,34,1,1,0,0
823,24,21,2,2,1,1
824,41,59,0,0,0,0
825,26,32,3,0,1,1
826,2,24,4,0,0,0
827,27,28,3,3,0,0
828,27,39,2,2,0,0
829,40,65,1,3,0,0
830,70,94,0,0,0,0
831,8,9,3,0,1,0
832,26,39,3,0,1,1
833,34,44,1,1,0,0
834,23,29,2,2,1,1
835,61,65,0,0,1,1
836,29,40,4,1,0,0
837,52,66,1,1,0,0
838,24,26,2,2,0,0
839,16,32,0,0,0,0
840,22,32,3,3,1,0
841,50,48,0,0,0,0
842,47,76,0,0,0,0
843,26,28,4,1,1,1
844,63,70,0,0,0,0
845,26,75,0,0,0,0
846,26,42,1,1,0,1
847,16,33,2,2,1,1
848,24,27,2,0,1,1
849,35,41,0,0,0,0
850,40,52,0,0,1,1
851,42,52,0,0,0,0
852,4,24,0,0,1,0
853,8,27,0,0,0,1
854,41,44,0,0,0,0
855,2,8,2,2,0,1
856,60,98,0,0,0,0
857,24,29,2,2,1,1
858,70,93,0,0,0,0
859,27,54,0,0,1,1
860,59,63,0,0,0,0
861,29,32,1,1,0,0
862,5,33,0,0,0,1
863,15,26,0,0,1,1
864,29,39,1,1,1,1
865,26,36,2,2,0,0
866,47,63,0,0,0,0
867,22,30,3,3,1,1
868,46,40,0,0,0,0
869,80,52,2,0,0,0
870,28,36,1,1,0,0
871,16,37,1,1,1,0
872,30,35,0,0,0,0
873,7,29,0,0,1,1
874,25,39,1,0,1,0
875,34,44,0,0,0,0
876,24,35,2,2,0,0
877,26,40,1,1,1,1
878,1,14,4,2,0,0
879,25,47,2,2,1,0
880,21,40,3,3,1,0
881,1,-2,0,4,0,1
882,11,26,4,0,1,1
883,35,29,0,0,1,1
884,12,8,2,4,1,1
885,22,34,1,1,1,1
886,22,35,0,0,0,0
887,8,27,2,2,1,1
888,80,79,2,2,1,0
889,55,82,0,0,0,0
890,25,46,2,2,1,1
891,48,42,1,1,1,0
892,80,63,0,0,1,1
893,50,44,0,0,0,0
894,1,4,2,0,0,0
895,1,-8,0,0,1,0
896,35,51,1,1,1,0
897,22,38,4,0,1,1
898,26,40,4,0,0,0
899,32,42,2,2,1,1
900,26,30,3,3,1,1
901,40,36,1,1,1,1
902,76,90,0,0,1,1
903,1,9,2,2,1,1
904,17,40,0,0,0,0
905,45,46,3,3,1,0
906,31,51,1,1,0,0
907,46,39,2,2,0,0
908,2,6,2,2,0,1
909,27,53,1,1,1,1
910,38,49,1,1,1,1
911,26,30,2,2,1,1
912,52,37,0,0,1,1
913,73,87,0,0,0,0
914,80,96,0,0,0,0
915,75,87,0,0,1,1
916,85,80,2,2,0,0
917,25,31,2,2,0,0
918,58,81,1,1,0,0
919,21,34,0,0,0,1
920,63,126,1,1,0,0
921,62,64,0,0,0,0
922,1,14,0,0,0,1
923,35,53,0,3,0,0
924,18,43,0,0,1,1
925,29,51,0,0,1,1
926,4,42,3,2,1,0
927,37,40,0,0,1,1
928,25,21,2,2,1,0
929,2,13,0,0,0,1
930,85,123,0,0,0,0
931,40,63,4,1,0,0
932,34,45,0,0,1,1
933,43,43,0,0,0,0
934,24,42,2,0,0,0
935,49,79,0,0,1,0
936,6,18,0,0,1,1
937,38,56,0,0,1,1
938,18,26,3,0,0,0
939,36,35,1,1,1,1
940,58,56,0,0,0,0
941,6,21,3,3,1,0
942,77,59,0,0,1,1
943,5,18,2,2,1,1
944,51,60,1,1,0,0
945,25,35,3,1,1,1
946,27,40,2,2,0,1
947,28,33,2,2,1,1
948,36,36,0,0,0,0
949,2,8,2,2,1,1
950,26,35,0,0,1,1
951,58,46,4,4,0,0
952,56,69,0,0,0,0
953,81,114,0,2,1,1
954,26,39,4,0,0,0
955,44,65,3,3,0,0
956,42,35,1,1,1,1
957,62,72,1,1,0,0
958,28,30,3,3,1,1
959,85,78,0,0,1,1
960,25,33,0,0,1,0
961,60,72,0,0,1,1
962,38,39,0,0,1,1
963,8,25,0,0,1,1
964,32,33,3,3,1,1
965,40,33,2,2,1,1
966,31,39,1,1,1,1
967,24,43,2,2,1,1
968,30,39,0,0,1,1
969,23,31,2,2,1,1
970,51,49,1,1,1,1
971,26,37,0,0,0,0
972,2,6,2,2,1,1
973,28,44,0,0,0,0
974,26,36,0,0,0,0
975,40,63,0,0,1,1
976,9,18,0,0,1,1
977,19,28,1,3,0,0
978,31,35,1,1,1,1
979,54,99,3,3,1,1
980,25,31,2,2,0,0
981,25,33,0,0,1,1
982,26,31,2,2,1,1
983,24,34,1,1,0,0
984,52,55,1,1,0,0
985,1,4,1,1,0,1
986,60,57,2,2,0,0
987,36,53,0,0,1,0
988,22,40,4,0,1,1
989,9,22,3,0,0,1
990,39,45,4,0,0,0
991,26,37,0,2,1,1
992,54,69,2,2,0,0
993,1,-9,2,2,1,1
994,21,33,0,0,1,1
